nom,prenom,legislature,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Parsal,André Puech dit,XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,26 novembre 1900,18 janvier 1967,5690,https://www2.assemblee-nationale.fr/sycomore/fiche/5690
Pascaud,"Edouard, Pierre, Ausone, François",XIVe législature,Charente Groupe Républicain radical et radical-socialiste,22 avril 1928,31 mai 1932,22 octobre 1876,12 avril 1956,5697,https://www2.assemblee-nationale.fr/sycomore/fiche/5697
Pascaud,"Edouard, Pierre, Ausone, François",XVe législature,Charente Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,22 octobre 1876,12 avril 1956,5697,https://www2.assemblee-nationale.fr/sycomore/fiche/5697
Pascaud,"Edouard, Pierre, Ausone, François",XVIe législature,Charente Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,22 octobre 1876,12 avril 1956,5697,https://www2.assemblee-nationale.fr/sycomore/fiche/5697
Patenôtre,Raymond,XIVe législature,Seine-et-Oise Groupe Indépendants de gauche,22 avril 1928,31 mai 1932,31 juillet 1900,19 juin 1951,5707,https://www2.assemblee-nationale.fr/sycomore/fiche/5707
Patenôtre,Raymond,XVe législature,Seine-et-Oise Groupe Indépendants de gauche,1 mai 1932,31 mai 1936,31 juillet 1900,19 juin 1951,5707,https://www2.assemblee-nationale.fr/sycomore/fiche/5707
Patenôtre,Raymond,XVIe législature,Seine-et-Oise Groupe Union socialiste et républicaine,3 mai 1936,31 mai 1942,31 juillet 1900,19 juin 1951,5707,https://www2.assemblee-nationale.fr/sycomore/fiche/5707
Paulin,Albert,XIIIe législature,Puy-de-Dôme Groupe Parti socialiste,11 mai 1924,31 mai 1928,21 novembre 1881,30 octobre 1955,5726,https://www2.assemblee-nationale.fr/sycomore/fiche/5726
Paulin,Albert,XIVe législature,Puy-de-Dôme Groupe Parti socialiste,29 avril 1928,31 mai 1932,21 novembre 1881,30 octobre 1955,5726,https://www2.assemblee-nationale.fr/sycomore/fiche/5726
Paulin,Albert,XVe législature,Puy-de-Dôme Groupe Parti socialiste,1 mai 1932,31 mai 1936,21 novembre 1881,30 octobre 1955,5726,https://www2.assemblee-nationale.fr/sycomore/fiche/5726
Paulin,Albert,XVIe législature,Puy-de-Dôme Groupe Socialiste,26 avril 1936,31 mai 1942,21 novembre 1881,30 octobre 1955,5726,https://www2.assemblee-nationale.fr/sycomore/fiche/5726
Pébellier,"Gaston, Eugène, François, Paul",XVIe législature,Haute-Loire Groupe Républicains indépendants et d'action sociale,3 mai 1936,31 mai 1942,3 novembre 1897,27 mars 1968,5739,https://www2.assemblee-nationale.fr/sycomore/fiche/5739
Pébellier,"Gaston, Eugène, François, Paul",IIe législature,Haute-Loire Groupe Républicains indépendants,15 novembre 1953,1 décembre 1955,3 novembre 1897,27 mars 1968,5739,https://www2.assemblee-nationale.fr/sycomore/fiche/5739
Pébellier,"Gaston, Eugène, François, Paul",IIIe législature,Haute-Loire Groupe Indépendants et paysans d'action sociale,2 janvier 1956,8 décembre 1958,3 novembre 1897,27 mars 1968,5739,https://www2.assemblee-nationale.fr/sycomore/fiche/5739
Pécherot,René,XVIe législature,Drôme Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,25 octobre 1887,17 novembre 1946,5743,https://www2.assemblee-nationale.fr/sycomore/fiche/5743
Peissel,François,XIVe législature,Rhône Groupe Union républicaine démocratique,22 avril 1928,31 mai 1932,22 mai 1879,15 mars 1944,5753,https://www2.assemblee-nationale.fr/sycomore/fiche/5753
Peissel,François,XVe législature,Rhône Groupe Républicain et social,1 mai 1932,31 mai 1936,22 mai 1879,15 mars 1944,5753,https://www2.assemblee-nationale.fr/sycomore/fiche/5753
Peissel,François,XVIe législature,Rhône Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,22 mai 1879,15 mars 1944,5753,https://www2.assemblee-nationale.fr/sycomore/fiche/5753
Pellé,"Léon, Narcisse, Isidore",XVe législature,Loiret Groupe Députés du centre républicain,8 mai 1932,31 mai 1936,20 février 1881,16 janvier 1963,5762,https://www2.assemblee-nationale.fr/sycomore/fiche/5762
Pellé,"Léon, Narcisse, Isidore",XVIe législature,Loiret Groupe Indépendants républicains,26 avril 1936,31 mai 1942,20 février 1881,16 janvier 1963,5762,https://www2.assemblee-nationale.fr/sycomore/fiche/5762
Perfetti,"Camille, Antoine",XIVe législature,Haute-Marne Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,21 octobre 1875,5 décembre 1956,5784,https://www2.assemblee-nationale.fr/sycomore/fiche/5784
Perfetti,"Camille, Antoine",XVe législature,Haute-Marne Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,21 octobre 1875,5 décembre 1956,5784,https://www2.assemblee-nationale.fr/sycomore/fiche/5784
Perfetti,"Camille, Antoine",XVIe législature,Haute-Marne Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,21 octobre 1875,5 décembre 1956,5784,https://www2.assemblee-nationale.fr/sycomore/fiche/5784
Péri,Gabriel,XVe législature,Seine-et-Oise Groupe Communiste,8 mai 1932,31 mai 1936,9 février 1902,15 décembre 1941,5785,https://www2.assemblee-nationale.fr/sycomore/fiche/5785
Péri,Gabriel,XVIe législature,Seine-et-Oise Groupe Communiste,3 mai 1936,21 janvier 1940,9 février 1902,15 décembre 1941,5785,https://www2.assemblee-nationale.fr/sycomore/fiche/5785
Périn,Emile,XVe législature,Nièvre Groupe Unité ouvrière,8 mai 1932,31 mai 1936,24 janvier 1892,5 juillet 1965,5792,https://www2.assemblee-nationale.fr/sycomore/fiche/5792
Périn,Emile,XVIe législature,Nièvre Groupe Parti de l'unité prolétarienne,3 mai 1936,31 mai 1942,24 janvier 1892,5 juillet 1965,5792,https://www2.assemblee-nationale.fr/sycomore/fiche/5792
Perreau-Pradier,Pierre,Xe législature,Yonne Groupe Gauche radicale,24 mars 1912,31 mai 1914,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XIe législature,Yonne Groupe Gauche radicale,26 avril 1914,7 décembre 1919,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XIIe législature,Yonne Groupe Gauche républicaine démocratique,16 novembre 1919,31 mai 1924,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XIIIe législature,Yonne Groupe Gauche républicaine démocratique,11 mai 1924,31 mai 1928,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XIVe législature,Yonne Groupe Républicains de gauche,22 avril 1928,31 mai 1932,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XVe législature,Yonne Groupe Républicains de gauche,8 mai 1932,31 mai 1936,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perreau-Pradier,Pierre,XVIe législature,Yonne Groupe Alliance des républicains de gauche et des radicaux indépendants,26 avril 1936,31 mai 1942,5 juillet 1885,24 août 1969,5808,https://www2.assemblee-nationale.fr/sycomore/fiche/5808
Perrein,"Emile, Jean, Marie",XVe législature,Maine-et-Loire Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,5 février 1892,2 septembre 1966,5809,https://www2.assemblee-nationale.fr/sycomore/fiche/5809
Perrein,"Emile, Jean, Marie",XVIe législature,Maine-et-Loire Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,5 février 1892,2 septembre 1966,5809,https://www2.assemblee-nationale.fr/sycomore/fiche/5809
Perrin,Albert,XIVe législature,Isère Groupe Indépendants de gauche,29 avril 1928,31 mai 1932,8 octobre 1888,15 mai 1939,5813,https://www2.assemblee-nationale.fr/sycomore/fiche/5813
Perrin,Albert,XVe législature,Isère Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,8 octobre 1888,15 mai 1939,5813,https://www2.assemblee-nationale.fr/sycomore/fiche/5813
Perrin,Albert,XVIe législature,Isère Groupe Républicain radical et radical-socialiste,3 mai 1936,15 mai 1939,8 octobre 1888,15 mai 1939,5813,https://www2.assemblee-nationale.fr/sycomore/fiche/5813
Perrot,Jean,XVe législature,Finistère Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,7 juin 1889,22 janvier 1976,5825,https://www2.assemblee-nationale.fr/sycomore/fiche/5825
Perrot,Jean,XVIe législature,Finistère Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,7 juin 1889,22 janvier 1976,5825,https://www2.assemblee-nationale.fr/sycomore/fiche/5825
Peschadour,Julien,XVIe législature,Corrèze Groupe Socialiste,3 mai 1936,31 mai 1942,5 mai 1902,9 décembre 1965,5834,https://www2.assemblee-nationale.fr/sycomore/fiche/5834
Peter,"Emile, Georges",XIVe législature,Moselle Groupe Action démocratique et sociale,29 avril 1928,31 mai 1932,21 septembre 1887,1 février 1974,5838,https://www2.assemblee-nationale.fr/sycomore/fiche/5838
Peter,"Emile, Georges",XVe législature,Moselle Groupe Démocrate populaire,1 mai 1932,31 mai 1936,21 septembre 1887,1 février 1974,5838,https://www2.assemblee-nationale.fr/sycomore/fiche/5838
Peter,"Emile, Georges",XVIe législature,Moselle Groupe Indépendants d'action populaire,26 avril 1936,31 mai 1942,21 septembre 1887,1 février 1974,5838,https://www2.assemblee-nationale.fr/sycomore/fiche/5838
Petit,"Albert, Théodore",XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,13 mars 1897,3 novembre 1963,5840,https://www2.assemblee-nationale.fr/sycomore/fiche/5840
Petit,"Albert, Théodore",Ire Assemblée nationale constituante,Seine Groupe Communiste,21 octobre 1945,10 juin 1946,13 mars 1897,3 novembre 1963,5840,https://www2.assemblee-nationale.fr/sycomore/fiche/5840
Petit,"Albert, Théodore",2e Assemblée nationale constituante,Seine Groupe Communiste,2 juin 1946,27 novembre 1946,13 mars 1897,3 novembre 1963,5840,https://www2.assemblee-nationale.fr/sycomore/fiche/5840
Petit,"Albert, Théodore",Ire législature,Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,13 mars 1897,3 novembre 1963,5840,https://www2.assemblee-nationale.fr/sycomore/fiche/5840
Petsche,Maurice,XIIIe législature,Hautes-Alpes Groupe ZZZ,14 juin 1925,31 mai 1928,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,XIVe législature,Hautes-Alpes Groupe Républicains de gauche,22 avril 1928,31 mai 1932,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,XVe législature,Hautes-Alpes Groupe Députés du centre républicain,1 mai 1932,31 mai 1936,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,XVIe législature,Hautes-Alpes Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,2e Assemblée nationale constituante,Hautes-Alpes Groupe Républicain d'action paysanne et sociale,2 juin 1946,27 novembre 1946,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,Ire législature,Hautes-Alpes Groupe Républicain d'action paysanne et sociale,10 novembre 1946,4 juillet 1951,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Petsche,Maurice,IIe législature,Hautes-Alpes Groupe Paysan,17 juin 1951,16 septembre 1951,1 décembre 1895,16 septembre 1951,5854,https://www2.assemblee-nationale.fr/sycomore/fiche/5854
Peugeot,François,XVIe législature,Doubs Groupe Gauche démocratique et radicale indépendante,3 mai 1936,31 mai 1942,31 mai 1901,26 mars 1985,5855,https://www2.assemblee-nationale.fr/sycomore/fiche/5855
Pezet,"Ernest, Amans",XIVe législature,Morbihan Groupe Démocrates populaires,29 avril 1928,31 mai 1932,6 décembre 1887,21 novembre 1966,5876,https://www2.assemblee-nationale.fr/sycomore/fiche/5876
Pezet,"Ernest, Amans",XVe législature,Morbihan Groupe Démocrate populaire,1 mai 1932,31 mai 1936,6 décembre 1887,21 novembre 1966,5876,https://www2.assemblee-nationale.fr/sycomore/fiche/5876
Pezet,"Ernest, Amans",XVIe législature,Morbihan Groupe Démocrate populaire,26 avril 1936,31 mai 1942,6 décembre 1887,21 novembre 1966,5876,https://www2.assemblee-nationale.fr/sycomore/fiche/5876
Pezet,"Ernest, Amans",Ire Assemblée nationale constituante,Morbihan Groupe Mouvement républicain populaire,21 octobre 1945,10 juin 1946,6 décembre 1887,21 novembre 1966,5876,https://www2.assemblee-nationale.fr/sycomore/fiche/5876
Philip,"André, Louis",XVIe législature,Rhône Groupe Socialiste,3 mai 1936,31 mai 1942,28 juin 1902,5 juillet 1970,5885,https://www2.assemblee-nationale.fr/sycomore/fiche/5885
Philip,"André, Louis",Ire Assemblée nationale constituante,Rhône Groupe Socialiste,21 octobre 1945,10 juin 1946,28 juin 1902,5 juillet 1970,5885,https://www2.assemblee-nationale.fr/sycomore/fiche/5885
Philip,"André, Louis",2e Assemblée nationale constituante,Rhône Groupe Socialiste,2 juin 1946,27 novembre 1946,28 juin 1902,5 juillet 1970,5885,https://www2.assemblee-nationale.fr/sycomore/fiche/5885
Philip,"André, Louis",Ire législature,Rhône Groupe Socialiste,10 novembre 1946,4 juillet 1951,28 juin 1902,5 juillet 1970,5885,https://www2.assemblee-nationale.fr/sycomore/fiche/5885
Philippot,Robert,XVIe législature,Lot-et-Garonne Groupe Communiste,3 mai 1936,21 janvier 1940,13 mars 1889,15 août 1942,5889,https://www2.assemblee-nationale.fr/sycomore/fiche/5889
Pierre-Bloch,Jean,XVIe législature,Aisne Groupe Socialiste,26 avril 1936,19 novembre 1941,14 avril 1905,17 mars 1999,5920,https://www2.assemblee-nationale.fr/sycomore/fiche/5920
Pierre-Bloch,Jean,Ire Assemblée nationale constituante,Aisne Groupe Socialiste,21 octobre 1945,10 juin 1946,14 avril 1905,17 mars 1999,5920,https://www2.assemblee-nationale.fr/sycomore/fiche/5920
Piétri,"François, Sampiero, Sébastien, Marie, Jourdan",XIIIe législature,Corse Groupe Républicains de gauche,11 mai 1924,31 mai 1928,8 août 1882,18 août 1966,5924,https://www2.assemblee-nationale.fr/sycomore/fiche/5924
Piétri,"François, Sampiero, Sébastien, Marie, Jourdan",XIVe législature,Corse Groupe Républicains de gauche,22 avril 1928,31 mai 1932,8 août 1882,18 août 1966,5924,https://www2.assemblee-nationale.fr/sycomore/fiche/5924
Piétri,"François, Sampiero, Sébastien, Marie, Jourdan",XVe législature,Corse Groupe Républicains de gauche,1 mai 1932,31 mai 1936,8 août 1882,18 août 1966,5924,https://www2.assemblee-nationale.fr/sycomore/fiche/5924
Piétri,"François, Sampiero, Sébastien, Marie, Jourdan",XVIe législature,Corse Groupe Alliance des républicains de gauche et des radicaux indépendants,26 avril 1936,31 mai 1942,8 août 1882,18 août 1966,5924,https://www2.assemblee-nationale.fr/sycomore/fiche/5924
Piginnier,Léon,XVIe législature,Seine Groupe Communiste,3 mai 1936,30 novembre 1939,6 avril 1884,23 août 1944,5929,https://www2.assemblee-nationale.fr/sycomore/fiche/5929
Pillot,Armand,XVIe législature,Seine Groupe Communiste,3 mai 1936,31 mai 1942,20 décembre 1892,28 juillet 1953,5936,https://www2.assemblee-nationale.fr/sycomore/fiche/5936
Pinault,"Etienne, Pierre, Marie, Lucien",IXe législature,Ille-et-Vilaine Groupe Action libérale,6 mai 1906,31 mai 1910,24 septembre 1870,14 avril 1942,5940,https://www2.assemblee-nationale.fr/sycomore/fiche/5940
Pinault,"Etienne, Pierre, Marie, Lucien",XIVe législature,Ille-et-Vilaine Groupe Démocrates populaires,29 avril 1928,31 mai 1932,24 septembre 1870,14 avril 1942,5940,https://www2.assemblee-nationale.fr/sycomore/fiche/5940
Pinault,"Etienne, Pierre, Marie, Lucien",XVe législature,Ille-et-Vilaine Groupe Démocrate populaire,8 mai 1932,31 mai 1936,24 septembre 1870,14 avril 1942,5940,https://www2.assemblee-nationale.fr/sycomore/fiche/5940
Pinault,"Etienne, Pierre, Marie, Lucien",XVIe législature,Ille-et-Vilaine Groupe Démocrate populaire,3 mai 1936,31 mai 1942,24 septembre 1870,14 avril 1942,5940,https://www2.assemblee-nationale.fr/sycomore/fiche/5940
Pinay,Antoine,XVIe législature,Loire Groupe Non inscrit,3 mai 1936,13 avril 1938,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinay,Antoine,2e Assemblée nationale constituante,Loire Groupe Républicains indépendants,2 juin 1946,27 novembre 1946,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinay,Antoine,Ire législature,Loire Groupe Républicains indépendants,10 novembre 1946,4 juillet 1951,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinay,Antoine,IIe législature,Loire Groupe Républicains indépendants,17 juin 1951,1 décembre 1955,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinay,Antoine,IIIe législature,Loire Groupe Indépendants et paysans d'action sociale,2 janvier 1956,8 décembre 1958,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinay,Antoine,Ire législature,Loire Groupe Indépendants et paysans d'action sociale,30 novembre 1958,8 février 1959,30 décembre 1891,13 décembre 1994,5942,https://www2.assemblee-nationale.fr/sycomore/fiche/5942
Pinelli,"Noël, Jean, François",XVIe législature,Seine Groupe Indépendants républicains,3 mai 1936,31 mai 1942,31 mai 1881,6 février 1970,5947,https://www2.assemblee-nationale.fr/sycomore/fiche/5947
Pitois,"Pierre, Albert, Eugène",XVIe législature,Marne Groupe Républicains indépendants et d'action sociale,3 mai 1936,31 mai 1942,12 septembre 1896,1 mars 1979,5961,https://www2.assemblee-nationale.fr/sycomore/fiche/5961
Planche,Camille,XIVe législature,Allier Groupe Parti républicain socialiste et socialiste français,29 avril 1928,31 mai 1932,5 mai 1892,1 mai 1961,5966,https://www2.assemblee-nationale.fr/sycomore/fiche/5966
Planche,Camille,XVe législature,Allier Groupe Parti socialiste,1 mai 1932,31 mai 1936,5 mai 1892,1 mai 1961,5966,https://www2.assemblee-nationale.fr/sycomore/fiche/5966
Planche,Camille,XVIe législature,Allier Groupe Socialiste,3 mai 1936,31 mai 1942,5 mai 1892,1 mai 1961,5966,https://www2.assemblee-nationale.fr/sycomore/fiche/5966
Beltrémieux,"Gaston, Jean-Baptiste, François, Joseph",XIVe législature,Pas-de-Calais Groupe Parti socialiste,12 avril 1931,31 mai 1932,15 mars 1876,15 juillet 1947,597,https://www2.assemblee-nationale.fr/sycomore/fiche/597
